CoreDataKey,RequestedDate,Account Number,Account Name,LOB,User ID,User Email,User Short Name,User Display Name,RequestType,WorkflowStepStatus,CurrentWorkflowKey
135833,9/17/2025 9:16,9314619,Maplebrook Ventures LLC,Retail & Digital Banking,W992070,hank.harris@cibc.com,ad\hharris,Hank Harris,Payment,Completed,8
135834,9/18/2025 9:16,1415720,Northbrook Capital INC,Commercial Real Estate,W992074,leo.lewis@cibc.com,ad\llewis,Leo Lewis,Payment,Completed,8
135835,9/19/2025 9:16,2516831,Westbrook Capital LTD,Private Wealth,W992075,mia.martin@cibc.com,ad\mmartin,Mia Martin,Payment,Completed,8
135836,9/20/2025 9:16,3617942,Eastbrook Capital LLC,Commercial Banking,W992080,ray.roberts@cibc.com,ad\rroberts,Ray Roberts,Advance,Completed,8
135837,9/21/2025 9:16,4718053,Goldbrook Capital INC,Commercial Real Estate,W992085,wes.white@cibc.com,ad\wwhite2,Wes White,Advance,Completed,8
135838,9/22/2025 9:16,5819164,Ironbrook Holdings LLC,Other,W992089,anna.allen@cibc.com,ad\aallen,Anna Allen,Advance,Completed,8
135839,9/23/2025 9:16,6920275,Clearbrook Capital INC,Private Wealth,W992092,dean.davis@cibc.com,ad\ddavis2,Dean Davis,Advance,Completed,8
135840,9/24/2025 9:16,7021386,Sunbrook Capital LTD,Commercial Banking,W992095,gwen.garcia@cibc.com,ad\ggarcia2,Gwen Garcia,Advance,Completed,8
135841,9/25/2025 9:16,8122497,Ridgebrook Advisory LLC,Commercial Real Estate,W992099,kim.king@cibc.com,ad\kking2,Kim King,Advance,Completed,8
135842,9/26/2025 9:16,9223508,Maplebrook Advisory INC,Private Wealth,W992104,paul.parker@cibc.com,ad\pparker2,Paul Parker,Advance,Completed,8
135843,9/27/2025 9:16,1324619,Northbrook Advisory LTD,Commercial Banking,W992108,ted.taylor@cibc.com,ad\ttaylor2,Ted Taylor,Advance,Completed,8
135844,9/28/2025 9:16,2425720,Westbrook Advisory LLC,Commercial Real Estate,W992113,yuri.young@cibc.com,ad\yyoung2,Yuri Young,Advance,Completed,8
135845,9/29/2025 9:16,3526831,Eastbrook Advisory INC,Retail & Digital Banking,W992115,adam.allen@cibc.com,ad\aallen2,Adam Allen,Advance,Completed,8
135846,9/30/2025 9:16,4627942,Goldbrook Advisory LTD,Private Wealth,W992009,ulysses.vega@cibc.com,ad\uvega,Ulysses Vega,Advance,Completed,8
135847,10/1/2025 9:16,5728053,Ironbrook Advisory LLC,Commercial Banking,W992007,samuel.taylor@cibc.com,ad\staylor,Samuel Taylor,Advance,Completed,8
135848,10/2/2025 9:16,6829164,Clearbrook Advisory INC,Commercial Real Estate,W992019,emma.fisher@cibc.com,ad\efisher,Emma Fisher,Advance,Completed,8
135849,10/3/2025 9:16,7930275,Sunbrook Advisory LTD,Private Wealth,W992023,irene.jackson@cibc.com,ad\ijackson,Irene Jackson,Advance,Completed,8
135850,10/4/2025 9:16,8031386,Ridgebrook Advisory INC,Other,W992054,raymond.ross@cibc.com,ad\rross,Raymond Ross,Advance,Completed,8
135851,10/5/2025 9:16,9132497,Maplebrook Capital INC,Commercial Banking,W992063,amy.anderson@cibc.com,ad\aanderson,Amy Anderson,Advance,Completed,8
135852,10/6/2025 9:16,1233508,Northbrook Capital LTD,Commercial Real Estate,W992068,fred.foster@cibc.com,ad\ffoster,Fred Foster,Advance,Completed,8
135853,10/7/2025 9:16,2334619,Westbrook Capital INC,Private Wealth,W992071,ivy.irwin@cibc.com,ad\iirwin,Ivy Irwin,Advance,Completed,8
135854,10/8/2025 9:16,3435720,Eastbrook Capital INC,Commercial Banking,W992076,ned.nelson@cibc.com,ad\nnelson,Ned Nelson,Advance,Completed,8
135855,10/9/2025 9:16,4536831,Goldbrook Capital LTD,Commercial Real Estate,W992082,tom.taylor@cibc.com,ad\ttaylor,Tom Taylor,Advance,Completed,8
135856,10/10/2025 9:16,5637942,Ironbrook Capital LLC,Private Wealth,W992087,yara.young@cibc.com,ad\yyoung,Yara Young,Advance,Completed,8
135857,10/11/2025 9:16,6738053,Clearbrook Capital LLC,Retail & Digital Banking,W992091,clara.clark@cibc.com,ad\cclark,Clara Clark,Advance,Completed,8
135858,10/12/2025 9:16,7839164,Sunbrook Capital INC,Commercial Banking,W992098,jake.jones@cibc.com,ad\jjones2,Jake Jones,Advance,Completed,8
135859,10/13/2025 9:16,8940275,Ridgebrook Capital INC,Commercial Real Estate,W992100,luke.lewis@cibc.com,ad\llewis2,Luke Lewis,Advance,Completed,8
135860,10/14/2025 9:16,9041386,Maplebrook Capital LLC,Other,W992107,sara.smith@cibc.com,ad\ssmith2,Sara Smith,Advance,Completed,8
135861,10/15/2025 9:16,1142497,Northbrook Capital LLC,Private Wealth,W992111,walt.white@cibc.com,ad\wwhite3,Walt White,Advance,Completed,8
135862,10/16/2025 9:16,2243508,Westbrook Capital LLC,Commercial Banking,W992116,bella.baker@cibc.com,ad\bbaker2,Bella Baker,Advance,Completed,8
135863,10/17/2025 9:16,3344619,Eastbrook Capital LTD,Commercial Real Estate,W992118,dana.davis@cibc.com,ad\ddavis3,Dana Davis,Advance,Completed,8
135864,10/18/2025 9:16,4445720,Goldbrook Capital LLC,Private Wealth,W992013,yolanda.zhang@cibc.com,ad\yzhang,Yolanda Zhang,Advance,Completed,8
135865,10/19/2025 9:16,5546831,Ironbrook Capital INC,Commercial Banking,W992016,brian.clark@cibc.com,ad\bclark,Brian Clark,Advance,Completed,8
135866,10/20/2025 9:16,6647942,Clearbrook Capital LTD,Commercial Real Estate,W992022,henry.irving@cibc.com,ad\hirving,Henry Irving,Advance,Completed,8
135867,10/21/2025 9:16,7748053,Sunbrook Capital LLC,Retail & Digital Banking,W992037,yvette.zimmerman@cibc.com,ad\yzimmerman,Yvette Zimmerman,Advance,Completed,8
135868,10/22/2025 9:16,8849164,Ridgebrook Capital LLC,Private Wealth,W992041,debra.ellis@cibc.com,ad\dellis,Debra Ellis,Advance,Completed,8
135869,10/23/2025 9:16,9950275,Maplebrook Capital INC,Commercial Banking,W992045,helen.ingram@cibc.com,ad\hingram,Helen Ingram,Advance,Completed,8
135870,10/24/2025 9:16,1051386,Northbrook Capital INC,Commercial Real Estate,W992048,keith.lawson@cibc.com,ad\klawson,Keith Lawson,Advance,Completed,8
135871,10/25/2025 9:16,2152497,Westbrook Capital INC,Private Wealth,W992058,vincent.vance@cibc.com,ad\vvance,Vincent Vance,Advance,Completed,8
135872,10/26/2025 9:16,3253508,Eastbrook Capital LLC,Other,W992065,carol.carter@cibc.com,ad\ccarter,Carol Carter,Advance,Completed,8
